"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","960",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MISSISSIPPI","28","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MISSISSIPPI","28","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","61",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","137",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","941",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","941",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","25",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","168",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","112",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEW JERSEY","34","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","185",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","994",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","747",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,042",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","123",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEW YORK","36","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NEW YORK","36","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","94",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","682",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","682",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","125",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","32",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OHIO","39","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OHIO","39","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","64",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","700",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","700",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","24",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","55",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142.9",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","35.9",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","60",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43.1",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","58",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","650",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","650",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","28",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","117",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","45",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","869",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","869",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","33",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","624",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","935",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","623",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","32",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","36",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","80",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","600",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","600",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","25",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","210",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","492",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","492",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,420",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","880",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,429",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,062",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,062",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,479",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,438",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,534",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","644",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","644",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","784",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","784",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","533",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","533",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,034",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,034",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","975",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","975",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","950",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","950",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,117",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,056",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,124",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","718",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","718",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","873",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","873",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","418",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","418",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","596",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","596",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","828",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","827",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","830",""
"SURVEY","2007","YEAR - DEC FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","830",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","80",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","70",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","38",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","81",""
"SURVEY","2007","YEAR - JUL FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","57",""
